Resting_ECG,Resting_PPG,Resting_GSR
0.027000000000000003,35.051,2.04
0.027000000000000003,35.024,2.04
0.023,34.998000000000005,2.04
0.038,34.972,2.041
0.038,34.945,2.041
0.046,34.918,2.04
0.059000000000000004,34.889,2.041
0.07400000000000001,34.858000000000004,2.042
0.08800000000000001,34.827,2.042
0.1,34.795,2.041
0.105,34.763000000000005,2.041
0.11800000000000001,34.731,2.042
0.14,34.698,2.042
0.133,34.667,2.042
0.122,34.635,2.041
0.11800000000000001,34.603,2.042
0.095,34.57,2.042
0.083,34.536,2.042
0.064,34.5,2.041
0.051,34.463,2.042
0.037000000000000005,34.423,2.042
0.021,34.382,2.042
0.021,34.339,2.042
0.016,34.294000000000004,2.042
0.013999999999999999,34.247,2.043
-0.005,34.199,2.043
-0.008,34.150999999999996,2.042
-0.009000000000000001,34.102,2.042
-0.013999999999999999,34.053000000000004,2.043
-0.01,34.006,2.043
-0.01,33.959,2.043
-0.01,33.913000000000004,2.042
-0.009000000000000001,33.869,2.042
-0.01,33.826,2.043
-0.015,33.785,2.043
-0.01,33.745,2.042
-0.006999999999999999,33.707,2.043
-0.004,33.67,2.043
-0.002,33.635,2.043
-0.006999999999999999,33.6,2.043
0.003,33.566,2.043
0.006999999999999999,33.532,2.043
-0.012,33.499,2.044
0.005,33.467,2.043
0.08900000000000001,33.434,2.043
0.209,33.402,2.043
0.331,33.371,2.044
0.504,33.34,2.044
0.62,33.309,2.043
0.768,33.279,2.043
0.785,33.25,2.044
0.58,33.222,2.044
0.094,33.193000000000005,2.043
-0.406,33.163000000000004,2.043
-0.925,33.133,2.044
-1.0859999999999999,33.101,2.044
-1.072,33.068000000000005,2.043
-0.95,33.032,2.043
-0.774,32.994,2.044
-0.583,32.954,2.044
-0.34,32.91,2.044
-0.131,32.865,2.043
0.032,32.817,2.044
0.105,32.766999999999996,2.045
0.142,32.716,2.044
0.16699999999999998,32.663000000000004,2.044
0.185,32.61,2.044
0.201,32.556,2.045
0.19899999999999998,32.503,2.044
0.21100000000000002,32.451,2.044
0.223,32.400999999999996,2.044
0.237,32.353,2.045
0.226,32.308,2.045
0.21899999999999997,32.266,2.044
0.231,32.228,2.044
0.245,32.195,2.045
0.23800000000000002,32.165,2.045
0.233,32.138000000000005,2.044
0.237,32.114000000000004,2.044
0.245,32.092,2.044
0.247,32.071,2.045
0.239,32.051,2.044
0.244,32.031,2.044
0.254,32.010999999999996,2.044
0.261,31.991,2.045
0.254,31.97,2.044
0.25,31.949,2.044
0.261,31.926,2.044
0.27,31.903000000000002,2.044
0.263,31.878,2.044
0.261,31.854,2.044
0.267,31.828000000000003,2.043
0.28600000000000003,31.803,2.044
0.29,31.776999999999997,2.044
0.284,31.750999999999998,2.044
0.29,31.725,2.043
0.294,31.699,2.044
0.298,31.673000000000002,2.045
0.295,31.646,2.044
0.29600000000000004,31.62,2.043
0.3,31.594,2.044
0.302,31.569000000000003,2.044
0.282,31.546,2.044
0.272,31.525,2.044
0.27,31.506999999999998,2.043
0.257,31.494,2.044
0.24100000000000002,31.487,2.044
0.22,31.488000000000003,2.044
0.207,31.5,2.044
0.19699999999999998,31.526999999999997,2.044
0.172,31.570999999999998,2.045
0.145,31.636,2.044
0.12,31.726,2.044
0.107,31.843000000000004,2.044
0.08,31.989,2.045
0.04,32.167,2.044
0.013999999999999999,32.376999999999995,2.044
-0.006999999999999999,32.619,2.044
-0.027000000000000003,32.891,2.045
-0.07200000000000001,33.193000000000005,2.045
-0.10400000000000001,33.52,2.044
-0.133,33.871,2.044
-0.153,34.24,2.045
-0.187,34.624,2.045
-0.209,35.019,2.044
-0.22399999999999998,35.421,2.044
-0.23199999999999998,35.824,2.045
-0.247,36.224000000000004,2.045
-0.266,36.616,2.045
-0.268,36.998000000000005,2.044
-0.268,37.365,2.045
-0.27,37.714,2.045
-0.28,38.041,2.045
-0.27699999999999997,38.346,2.045
-0.272,38.624,2.045
-0.27,38.875,2.045
-0.27899999999999997,39.099000000000004,2.045
-0.27399999999999997,39.293,2.044
-0.259,39.46,2.044
-0.25,39.599000000000004,2.044
-0.253,39.711,2.045
-0.255,39.799,2.044
-0.249,39.864000000000004,2.044
-0.23800000000000002,39.909,2.044
-0.22899999999999998,39.937,2.045
-0.23,39.948,2.044
-0.22699999999999998,39.946,2.044
-0.215,39.931999999999995,2.044
-0.21100000000000002,39.907,2.045
-0.209,39.874,2.044
-0.20600000000000002,39.833,2.044
-0.195,39.786,2.044
-0.188,39.734,2.044
-0.185,39.676,2.045
-0.187,39.616,2.044
-0.16899999999999998,39.553000000000004,2.044
-0.158,39.488,2.044
-0.162,39.422,2.045
-0.171,39.355,2.044
-0.168,39.289,2.044
-0.155,39.223,2.044
-0.156,39.157,2.045
-0.155,39.094,2.044
-0.149,39.031,2.044
-0.14300000000000002,38.97,2.044
-0.14800000000000002,38.91,2.045
-0.141,38.85,2.045
-0.141,38.791,2.044
-0.133,38.732,2.044
-0.128,38.673,2.045
-0.135,38.614000000000004,2.045
-0.131,38.555,2.044
-0.133,38.496,2.044
-0.124,38.437,2.045
-0.122,38.379,2.045
-0.124,38.321,2.045
-0.128,38.265,2.044
-0.127,38.211999999999996,2.045
-0.11800000000000001,38.161,2.045
-0.12,38.115,2.045
-0.121,38.073,2.044
-0.113,38.036,2.045
-0.111,38.006,2.045
-0.11599999999999999,37.983000000000004,2.045
-0.11199999999999999,37.966,2.045
-0.107,37.957,2.045
-0.102,37.955999999999996,2.045
-0.10300000000000001,37.961999999999996,2.046
-0.10400000000000001,37.976,2.045
-0.1,37.996,2.045
-0.09699999999999999,38.021,2.045
-0.09300000000000001,38.052,2.046
-0.09,38.086,2.045
-0.086,38.125,2.045
-0.083,38.165,2.045
-0.08199999999999999,38.207,2.046
-0.084,38.25,2.045
-0.081,38.291,2.045
-0.07400000000000001,38.330999999999996,2.045
-0.07,38.368,2.046
-0.073,38.4,2.046
-0.061,38.427,2.045
-0.059000000000000004,38.448,2.045
-0.052000000000000005,38.463,2.046
-0.057,38.472,2.046
-0.052000000000000005,38.475,2.045
-0.052000000000000005,38.472,2.045
-0.049,38.463,2.046
-0.047,38.448,2.046
-0.040999999999999995,38.428000000000004,2.046
-0.040999999999999995,38.402,2.045
-0.038,38.371,2.046
-0.028999999999999998,38.335,2.046
-0.03,38.294000000000004,2.046
-0.027000000000000003,38.25,2.046
-0.022000000000000002,38.201,2.046
-0.022000000000000002,38.149,2.0469999999999997
-0.02,38.093,2.0469999999999997
-0.016,38.034,2.046
-0.018000000000000002,37.972,2.046
-0.016,37.907,2.0469999999999997
-0.013999999999999999,37.838,2.0469999999999997
-0.011000000000000001,37.766999999999996,2.0469999999999997
-0.006999999999999999,37.694,2.046
-0.006,37.618,2.0469999999999997
-0.004,37.54,2.0469999999999997
-0.004,37.46,2.0469999999999997
-0.002,37.378,2.046
-0.001,37.294000000000004,2.0469999999999997
0.002,37.209,2.048
0.001,37.124,2.048
0.01,37.037,2.0469999999999997
0.01,36.95,2.0469999999999997
0.011000000000000001,36.861999999999995,2.0469999999999997
0.013999999999999999,36.773,2.048
0.016,36.683,2.0469999999999997
0.013999999999999999,36.594,2.0469999999999997
0.016,36.505,2.048
0.019,36.417,2.048
0.017,36.33,2.048
0.016,36.245,2.048
0.017,36.162,2.048
0.018000000000000002,36.080999999999996,2.049
0.023,36.003,2.049
0.028999999999999998,35.927,2.048
0.03,35.855,2.049
0.033,35.787,2.049
0.034,35.722,2.05
0.035,35.661,2.049
0.039,35.604,2.049
0.035,35.549,2.05
0.038,35.497,2.05
0.039,35.446,2.049
0.040999999999999995,35.397,2.049
0.040999999999999995,35.348,2.05
0.038,35.301,2.05
0.046,35.254,2.05
0.043,35.207,2.049
0.046,35.162,2.05
0.049,35.118,2.051
0.052000000000000005,35.075,2.05
0.05,35.034,2.05
0.06,34.995,2.05
0.067,34.957,2.051
0.067,34.921,2.051
0.073,34.885,2.05
0.08800000000000001,34.849000000000004,2.05
0.10400000000000001,34.814,2.051
0.121,34.778,2.052
0.134,34.742,2.051
0.133,34.707,2.051
0.13,34.671,2.051
0.135,34.635999999999996,2.052
0.145,34.6,2.051
0.13699999999999998,34.566,2.051
0.125,34.531,2.051
0.126,34.496,2.052
0.11199999999999999,34.461999999999996,2.052
0.094,34.428000000000004,2.052
0.085,34.395,2.052
0.07200000000000001,34.361999999999995,2.053
0.059000000000000004,34.329,2.053
0.049,34.297,2.052
0.039,34.265,2.052
0.035,34.233000000000004,2.053
0.033,34.201,2.053
0.03,34.169000000000004,2.053
0.018000000000000002,34.137,2.052
0.011000000000000001,34.103,2.053
0.013999999999999999,34.068000000000005,2.053
0.017,34.031,2.053
0.013000000000000001,33.994,2.053
0.013000000000000001,33.955,2.053
0.018000000000000002,33.915,2.0540000000000003
0.017,33.874,2.0540000000000003
0.022000000000000002,33.832,2.053
0.023,33.79,2.053
0.022000000000000002,33.748000000000005,2.0540000000000003
0.027000000000000003,33.705999999999996,2.0540000000000003
0.034,33.665,2.0540000000000003
0.031,33.624,2.053
0.032,33.584,2.0540000000000003
0.031,33.543,2.0540000000000003
0.025,33.501999999999995,2.0540000000000003
0.049,33.461,2.0540000000000003
0.125,33.419000000000004,2.0540000000000003
0.233,33.376999999999995,2.055
0.355,33.334,2.0540000000000003
0.519,33.291,2.0540000000000003
0.633,33.247,2.0540000000000003
0.742,33.202,2.055
0.7859999999999999,33.158,2.055
0.619,33.113,2.0540000000000003
0.109,33.068000000000005,2.0540000000000003
-0.406,33.023,2.055
-0.919,32.978,2.056
-1.139,32.933,2.055
-1.161,32.888000000000005,2.055
-0.985,32.844,2.056
-0.773,32.8,2.056
-0.517,32.756,2.056
-0.245,32.713,2.055
-0.03,32.67,2.056
0.086,32.628,2.056
0.14300000000000002,32.586,2.056
0.18100000000000002,32.545,2.055
0.2,32.505,2.056
0.22,32.467,2.057
0.231,32.43,2.057
0.24,32.395,2.056
0.244,32.361,2.056
0.25,32.328,2.057
0.254,32.297,2.057
0.257,32.268,2.057
0.257,32.241,2.057
0.262,32.214,2.057
0.268,32.188,2.0580000000000003
0.267,32.162,2.0580000000000003
0.263,32.135999999999996,2.057
0.263,32.11,2.057
0.268,32.084,2.0580000000000003
0.27399999999999997,32.056999999999995,2.0580000000000003
0.272,32.03,2.057
0.27699999999999997,32.003,2.057
0.281,31.976,2.0580000000000003
0.282,31.948,2.0580000000000003
0.285,31.921999999999997,2.0580000000000003
0.28600000000000003,31.895,2.0580000000000003
0.293,31.869,2.059
0.298,31.844,2.059
0.301,31.819000000000003,2.059
0.297,31.795,2.0580000000000003
0.304,31.772,2.059
0.309,31.749000000000002,2.06
0.313,31.726999999999997,2.059
0.317,31.705,2.059
0.322,31.684,2.059
0.332,31.662,2.06
0.33299999999999996,31.639,2.06
0.33,31.616,2.059
0.33899999999999997,31.594,2.059
0.335,31.570999999999998,2.06
0.33,31.549,2.06
0.331,31.529,2.06
0.315,31.51,2.06
0.308,31.496,2.06
0.297,31.488000000000003,2.061
0.27699999999999997,31.49,2.06
0.26,31.503,2.06
0.239,31.534000000000002,2.061
0.221,31.584,2.062
0.203,31.659000000000002,2.061
0.175,31.761,2.061
0.156,31.895,2.061
0.13,32.063,2.062
0.10099999999999999,32.266999999999996,2.062
0.071,32.508,2.061
0.034,32.786,2.061
0.005,33.1,2.062
-0.032,33.446,2.062
-0.069,33.823,2.062
-0.10400000000000001,34.225,2.061
-0.133,34.648,2.062
-0.156,35.086999999999996,2.063
-0.18100000000000002,35.536,2.062
-0.205,35.991,2.062
-0.235,36.444,2.062
-0.25,36.891999999999996,2.063
-0.266,37.33,2.063
-0.27699999999999997,37.753,2.062
-0.289,38.156,2.063
-0.293,38.538000000000004,2.064
-0.294,38.895,2.064
-0.29600000000000004,39.225,2.063
-0.3,39.525999999999996,2.063
-0.3,39.797,2.064
-0.295,40.037,2.064
-0.29100000000000004,40.247,2.063
-0.29100000000000004,40.426,2.063
-0.289,40.577,2.064
-0.28800000000000003,40.702,2.064
-0.281,40.803000000000004,2.064
-0.284,40.882,2.064
-0.276,40.941,2.064
-0.275,40.983000000000004,2.065
-0.264,41.00899999999999,2.065
-0.257,41.021,2.064
-0.256,41.02,2.064
-0.237,41.00899999999999,2.065
-0.233,40.988,2.065
-0.22,40.959,2.065
-0.21100000000000002,40.924,2.064
-0.203,40.884,2.065
-0.166,40.84,2.066
-0.10800000000000001,40.792,2.065
-0.136,40.742,2.065
-0.15,40.688,2.066
-0.155,40.633,2.066
-0.175,40.578,2.066
-0.20199999999999999,40.522,2.065
-0.235,40.468,2.066
-0.242,40.415,2.0669999999999997
-0.225,40.366,2.0669999999999997
-0.21899999999999997,40.318000000000005,2.066
-0.192,40.274,2.066
-0.18100000000000002,40.233000000000004,2.0669999999999997
-0.17300000000000001,40.196,2.0669999999999997
-0.162,40.161,2.0669999999999997
-0.151,40.128,2.0669999999999997
-0.14300000000000002,40.098,2.0669999999999997
-0.085,40.069,2.068
0.01,40.04,2.0669999999999997
0.031,40.01,2.0669999999999997
0.113,39.977,2.0669999999999997
0.147,39.942,2.068
0.015,39.903,2.068
-0.14800000000000002,39.86,2.0669999999999997
-0.285,39.813,2.0669999999999997
-0.325,39.763000000000005,2.068
-0.306,39.711,2.068
-0.24,39.657,2.0669999999999997
-0.213,39.603,2.068
-0.19399999999999998,39.549,2.069
-0.191,39.496,2.069
-0.18,39.446999999999996,2.068
-0.141,39.402,2.068
-0.13699999999999998,39.361999999999995,2.069
-0.129,39.328,2.069
-0.134,39.301,2.069
-0.11900000000000001,39.282,2.068
-0.11699999999999999,39.27,2.069
-0.1,39.265,2.069
-0.115,39.266,2.069
-0.11,39.273,2.068
-0.102,39.286,2.068
-0.09300000000000001,39.303000000000004,2.069
-0.106,39.324,2.069
-0.084,39.348,2.069
-0.069,39.374,2.069
-0.05,39.402,2.069
-0.048,39.429,2.07
-0.057999999999999996,39.455,2.069
-0.048,39.478,2.069
-0.065,39.496,2.07
-0.077,39.509,2.07
-0.086,39.516,2.07
-0.078,39.515,2.069
-0.07,39.508,2.069
-0.066,39.493,2.07
-0.068,39.471,2.07
-0.054000000000000006,39.44,2.069
-0.048,39.402,2.07
-0.046,39.355,2.07
-0.047,39.302,2.0709999999999997
-0.044000000000000004,39.241,2.07
-0.044000000000000004,39.176,2.07
-0.048,39.106,2.0709999999999997
-0.055,39.033,2.0709999999999997
-0.045,38.957,2.07
-0.040999999999999995,38.88,2.07
-0.031,38.801,2.07
-0.047,38.721,2.0709999999999997
-0.026000000000000002,38.64,2.0709999999999997
-0.023,38.556999999999995,2.07
-0.015,38.473,2.0709999999999997
-0.025,38.388000000000005,2.072
-0.027999999999999997,38.302,2.072
-0.018000000000000002,38.215,2.0709999999999997
0.002,38.128,2.0709999999999997
0.008,38.041,2.072
-0.001,37.954,2.072
0.012,37.868,2.0709999999999997
0.004,37.782,2.0709999999999997
0.005,37.696,2.072
-0.005,37.611999999999995,2.073
-0.012,37.529,2.072
-0.008,37.446999999999996,2.072
-0.005,37.367,2.072
-0.006,37.288000000000004,2.073
-0.002,37.211999999999996,2.073
0.002,37.139,2.072
0.016,37.068000000000005,2.072
0.013999999999999999,37.001,2.073
0.008,36.937,2.073
0.01,36.876,2.072
0.034,36.819,2.072
0.021,36.765,2.073
0.015,36.714,2.074
0.01,36.666,2.073
0.019,36.62,2.072
0.026000000000000002,36.576,2.073
0.015,36.534,2.074
0.026000000000000002,36.493,2.073
0.043,36.454,2.072
0.021,36.415,2.073
0.026000000000000002,36.376999999999995,2.074
0.033,36.34,2.074
0.057,36.304,2.073
0.055999999999999994,36.268,2.073
0.023,36.232,2.074
0.011000000000000001,36.198,2.074
0.005,36.166,2.073
0.01,36.135999999999996,2.073
0.022000000000000002,36.109,2.074
0.032,36.085,2.075
0.037000000000000005,36.065,2.074
0.06,36.048,2.073
0.048,36.034,2.074
0.048,36.023,2.074
0.059000000000000004,36.012,2.074
0.047,36.001999999999995,2.073
0.01,35.992,2.074
0.049,35.98,2.075
0.102,35.967,2.074
0.157,35.95,2.073
0.174,35.931999999999995,2.074
0.11199999999999999,35.911,2.075
0.004,35.888000000000005,2.075
0.021,35.861999999999995,2.074
0.057,35.833,2.073
0.11599999999999999,35.803000000000004,2.075
0.127,35.771,2.075
0.127,35.738,2.074
0.10099999999999999,35.704,2.073
0.092,35.668,2.074
0.094,35.631,2.075
0.08199999999999999,35.593,2.074
0.11599999999999999,35.554,2.073
0.11699999999999999,35.514,2.074
0.096,35.474000000000004,2.075
0.087,35.434,2.075
0.07400000000000001,35.395,2.074
0.091,35.356,2.074
0.128,35.319,2.075
0.084,35.282,2.075
0.055,35.247,2.074
0.046,35.213,2.074
0.037000000000000005,35.179,2.075
0.006,35.147,2.076
0.01,35.115,2.075
0.016,35.083,2.074
0.03,35.051,2.075
0.024,35.018,2.076
0.025,34.983000000000004,2.076
0.01,34.946999999999996,2.075
-0.023,34.909,2.075
-0.044000000000000004,34.87,2.076
-0.040999999999999995,34.83,2.076
-0.02,34.789,2.075
-0.009000000000000001,34.746,2.075
0.034,34.703,2.076
0.043,34.659,2.077
0.027000000000000003,34.616,2.075
-0.008,34.573,2.075
0.003,34.531,2.076
0.061,34.489000000000004,2.077
0.11199999999999999,34.446999999999996,2.076
0.27,34.405,2.076
0.439,34.364000000000004,2.077
0.602,34.323,2.0780000000000003
0.6659999999999999,34.283,2.077
0.693,34.243,2.076
0.688,34.205999999999996,2.076
0.5820000000000001,34.17,2.077
0.145,34.137,2.077
-0.33399999999999996,34.106,2.076
-0.8420000000000001,34.078,2.076
-1.077,34.053000000000004,2.0780000000000003
-1.082,34.03,2.0780000000000003
-0.9009999999999999,34.012,2.077
-0.718,33.996,2.076
-0.513,33.984,2.077
-0.272,33.976,2.0780000000000003
-0.043,33.969,2.0780000000000003
0.08199999999999999,33.966,2.077
0.252,33.964,2.077
0.355,33.963,2.079
0.35600000000000004,33.964,2.0780000000000003
0.213,33.966,2.077
0.102,33.968,2.0780000000000003
0.086,33.969,2.079
0.122,33.97,2.079
0.16899999999999998,33.97,2.0780000000000003
0.213,33.969,2.0780000000000003
0.222,33.967,2.079
0.212,33.965,2.08
0.22399999999999998,33.961,2.079
0.22399999999999998,33.957,2.0780000000000003
0.25,33.951,2.079
0.29,33.943000000000005,2.08
0.275,33.935,2.08
0.25,33.925,2.079
0.204,33.913000000000004,2.079
0.344,33.9,2.081
0.40700000000000003,33.884,2.081
0.38799999999999996,33.866,2.08
0.324,33.844,2.079
0.201,33.82,2.081
0.214,33.792,2.081
0.41700000000000004,33.760999999999996,2.08
0.45,33.727,2.08
0.33399999999999996,33.69,2.081
0.134,33.650999999999996,2.082
0.095,33.609,2.081
0.17300000000000001,33.565,2.08
0.22699999999999998,33.52,2.081
0.285,33.472,2.082
0.295,33.423,2.082
0.304,33.374,2.081
0.311,33.324,2.082
0.319,33.273,2.083
0.297,33.224000000000004,2.083
0.318,33.175,2.081
0.415,33.128,2.082
0.452,33.082,2.083
0.4,33.038000000000004,2.083
0.361,32.998000000000005,2.082
0.273,32.963,2.082
0.22699999999999998,32.937,2.083
0.24600000000000002,32.922,2.084
0.325,32.921,2.083
0.27,32.938,2.083
0.124,32.976,2.084
0.028999999999999998,33.038000000000004,2.084
0.031,33.128,2.084
0.057,33.246,2.083
0.09300000000000001,33.396,2.084
0.14,33.577,2.085
0.10400000000000001,33.79,2.085
0.017,34.033,2.084
-0.012,34.303000000000004,2.084
0.013999999999999999,34.597,2.085
0.046,34.912,2.086
0.057,35.244,2.085
0.035,35.589,2.085
-0.071,35.941,2.086
-0.231,36.296,2.0869999999999997
-0.298,36.649,2.086
-0.28800000000000003,36.995,2.085
-0.16699999999999998,37.332,2.086
-0.23,37.654,2.0869999999999997
-0.391,37.959,2.0869999999999997
-0.494,38.245,2.086
-0.46299999999999997,38.508,2.086
-0.396,38.748000000000005,2.0869999999999997
-0.318,38.964,2.088
-0.257,39.155,2.086
-0.145,39.321,2.086
-0.07200000000000001,39.461999999999996,2.0869999999999997
-0.21600000000000003,39.579,2.088
-0.405,39.673,2.0869999999999997
-0.449,39.746,2.0869999999999997
-0.392,39.799,2.088
-0.265,39.834,2.088
-0.17,39.852,2.088
-0.26,39.856,2.0869999999999997
-0.342,39.847,2.0869999999999997
-0.33399999999999996,39.826,2.089
-0.239,39.795,2.089
-0.10800000000000001,39.755,2.088
-0.134,39.708,2.0869999999999997
-0.267,39.654,2.089
-0.33399999999999996,39.594,2.089
-0.272,39.531,2.088
-0.243,39.465,2.088
-0.20199999999999999,39.398,2.089
-0.11599999999999999,39.329,2.09
-0.051,39.26,2.089
-0.073,39.192,2.088
-0.174,39.125,2.09
-0.25,39.061,2.0909999999999997
-0.237,39.001,2.09
-0.203,38.945,2.089
-0.094,38.894,2.09
0.034,38.849000000000004,2.0909999999999997
0.034,38.811,2.0909999999999997
-0.139,38.777,2.09
-0.309,38.749,2.089
-0.297,38.723,2.0909999999999997
-0.23199999999999998,38.698,2.0909999999999997
-0.131,38.674,2.09
0.004,38.648,2.089
0.054000000000000006,38.62,2.0909999999999997
-0.086,38.589,2.092
-0.254,38.555,2.0909999999999997
-0.22899999999999998,38.518,2.09
-0.158,38.477,2.0909999999999997
-0.11,38.434,2.092
-0.05,38.389,2.0909999999999997
-0.07400000000000001,38.342,2.09
-0.174,38.295,2.0909999999999997
-0.157,38.249,2.092
-0.084,38.204,2.092
-0.038,38.162,2.0909999999999997
-0.023,38.123000000000005,2.0909999999999997
-0.055,38.088,2.092
-0.121,38.056999999999995,2.093
-0.06,38.03,2.092
-0.027999999999999997,38.008,2.0909999999999997
-0.068,37.992,2.092
-0.11900000000000001,37.98,2.093
-0.185,37.974000000000004,2.092
-0.187,37.972,2.0909999999999997
-0.128,37.974000000000004,2.0909999999999997
-0.048,37.98,2.092
-0.017,37.986999999999995,2.092
-0.09300000000000001,37.996,2.0909999999999997
-0.124,38.006,2.0909999999999997
-0.129,38.015,2.092
-0.061,38.024,2.092
0.004,38.032,2.0909999999999997
-0.049,38.039,2.0909999999999997
-0.096,38.044000000000004,2.092
-0.086,38.046,2.093
0.038,38.045,2.092
0.196,38.041,2.0909999999999997
0.27399999999999997,38.033,2.092
0.08199999999999999,38.021,2.093
-0.157,38.005,2.092
-0.281,37.986,2.0909999999999997
-0.242,37.961999999999996,2.092
-0.142,37.934,2.093
0.0,37.903,2.093
0.08,37.869,2.0909999999999997
0.049,37.830999999999996,2.092
0.033,37.79,2.093
-0.034,37.747,2.093
-0.094,37.701,2.092
-0.121,37.653,2.092
-0.106,37.602,2.093
-0.013000000000000001,37.549,2.093
0.069,37.492,2.092
0.031,37.431999999999995,2.092
0.013000000000000001,37.367,2.093
0.067,37.3,2.094
0.122,37.228,2.093
0.016,37.155,2.092
-0.12300000000000001,37.079,2.093
-0.096,37.001,2.094
-0.013000000000000001,36.921,2.094
0.07400000000000001,36.841,2.093
0.115,36.760999999999996,2.093
0.079,36.681,2.094
0.015,36.603,2.094
-0.016,36.525999999999996,2.093
-0.021,36.452,2.092
0.016,36.379,2.093
0.106,36.306999999999995,2.094
0.16399999999999998,36.238,2.093
0.115,36.169000000000004,2.093
0.047,36.102,2.094
-0.044000000000000004,36.036,2.095
-0.055999999999999994,35.971,2.094
-0.09,35.908,2.093
-0.085,35.847,2.093
-0.038,35.787,2.095
0.006,35.727,2.094
0.057,35.669000000000004,2.093
0.057,35.61,2.093
0.03,35.552,2.095
0.026000000000000002,35.496,2.095
0.067,35.44,2.094
0.065,35.385999999999996,2.094
0.040999999999999995,35.334,2.095
0.08,35.283,2.095
0.16,35.233000000000004,2.094
0.107,35.185,2.094
-0.01,35.138000000000005,2.094
-0.061,35.093,2.096
-0.002,35.049,2.095
0.076,35.005,2.094
0.16899999999999998,34.963,2.094
0.087,34.921,2.095
0.027999999999999997,34.879,2.095
-0.026000000000000002,34.839,2.094
-0.038,34.798,2.094
-0.025,34.759,2.095
0.026000000000000002,34.72,2.096
0.134,34.683,2.095
0.146,34.646,2.094
0.019,34.61,2.095
-0.035,34.574,2.096
-0.013999999999999999,34.538000000000004,2.095
-0.001,34.501999999999995,2.094
0.021,34.466,2.095
0.081,34.428000000000004,2.096
0.183,34.39,2.096
0.155,34.351,2.095
0.1,34.311,2.095
0.067,34.27,2.096
0.145,34.227,2.096
0.198,34.183,2.095
0.21899999999999997,34.138000000000005,2.095
0.212,34.092,2.096
0.11800000000000001,34.045,2.096
0.016,33.998000000000005,2.095
0.003,33.949,2.095
0.057,33.899,2.096
0.14,33.849000000000004,2.096
0.243,33.799,2.096
0.187,33.749,2.095
0.055999999999999994,33.698,2.095
-0.063,33.648,2.097
-0.10400000000000001,33.598,2.096
-0.068,33.547,2.095
-0.044000000000000004,33.497,2.095
0.023,33.448,2.096
0.065,33.398,2.097
0.107,33.349000000000004,2.096
0.06,33.301,2.095
0.105,33.251999999999995,2.096
0.051,33.205,2.097
-0.105,33.158,2.096
-0.14800000000000002,33.111999999999995,2.095
-0.11599999999999999,33.067,2.096
-0.043,33.023,2.097
0.017,32.979,2.096
0.031,32.935,2.095
0.025,32.89,2.095
0.034,32.842,2.096
-0.017,32.792,2.096
-0.047,32.739000000000004,2.095
-0.013999999999999999,32.683,2.095
0.006999999999999999,32.625,2.096
-0.003,32.564,2.096
0.032,32.501999999999995,2.095
0.171,32.437,2.095
0.35100000000000003,32.371,2.096
0.469,32.305,2.096
0.501,32.239000000000004,2.095
0.53,32.174,2.095
0.6859999999999999,32.11,2.096
0.779,32.047,2.097
0.595,31.987,2.096
0.052000000000000005,31.928,2.095
-0.518,31.872,2.096
-1.0190000000000001,31.818,2.097
-1.143,31.767,2.097
